2015-01, (Capital Market, Seattle, $17669), (Super Express, San Luis Obispo, $14689), (Cornerstone Mart, Fort Wayne, $14128), (Capital Outlet, Santa Ana, $10849), (Premier Place, Los Angeles, $3369), (Super Express, Houston, $3124), (Beacon Depot, Fremont, $2658), (Apex Zone, Omaha, $1889), (Choice Center, Glendale, $1769), (Liberty Source, Gilbert, $1749)
2015-12, (Super Express, Birmingham, $16637), (Elite World, Charlotte, $11949), (Royal Buy, Long Beach, $8119), (Elite Hub, Louisville, $7153), (Apex Zone, Omaha, $6362), (Elite Depot, Mesa, $5391), (Cornerstone Mart, Fort Wayne, $4649), (Capital Shop, Kansas City, $3499), (Best Mart, Long Beach, $2069), (Super Express, Houston, $2039)
2016-01, (Vista Exchange, Arlington, $10716), (Crown Express, Arlington, $10139), (Apex Plaza, Boston, $4969), (Beacon Source, Cincinnati, $4199), (Liberty Source, Mesa, $3249), (Elite Shop, Durham, $2899), (Best Zone, Glendale, $2249), (Elite World, Charlotte, $1767), (Super Express, Birmingham, $1633), (Royal Source, Santa Ana, $305)
2016-02, (Beacon Hub, Garland, $19088), (United Depot, Buffalo, $17539), (Metro Store, El Paso, $15149), (Metro Mart, New York, $7582), (National World, Seattle, $6421), (Keystone Place, Birmingham, $5841), (Sterling Plaza, Santa Ana, $5119), (Pacific Center, Omaha, $4623), (Premier Place, Los Angeles, $4609), (United Hub, Milwaukee, $2204)
2016-03, (Best Mart, Long Beach, $27192), (Super Express, Houston, $13159), (Heritage Zone, St. Louis, $10740), (Value Mart, San Bernardino, $6399), (Royal Warehouse, Glendale, $5344), (Liberty Warehouse, Mesa, $5219), (Liberty Warehouse, Jacksonville, $5157), (Crown Express, Arlington, $3499), (Pacific Warehouse, Glendale, $2271), (Elite World, Charlotte, $1849)
2016-04, (Apex Store, Baton Rouge, $18250), (Pacific Warehouse, Glendale, $9074), (Super Express, San Luis Obispo, $6349), (Elite Express, Denver, $5319), (Apex Zone, Omaha, $5199), (National World, Seattle, $4899), (Metro Store, El Paso, $4620), (Pacific Buy, Seattle, $4089), (Beacon Shop, Arlington, $3849), (Vista Direct, Oklahoma City, $3637)
2016-05, (Crown Outlet, Chicago, $17991), (Vista World, Boston, $13499), (Elite Mart, Lubbock, $11549), (Apex Plaza, Scottsdale, $5299), (Beacon Zone, San Bernardino, $4959), (American Source, San Diego, $4899), (Summit Gallery, Glendale, $2388), (Vista Direct, Oklahoma City, $2241), (Capital Outlet, Santa Ana, $1549), (Metro Store, El Paso, $1409)
2016-06, (United Zone, Henderson, $23739), (Crown Zone, Providence, $19391), (Liberty Warehouse, Mesa, $12599), (Cornerstone Mart, Scottsdale, $6999), (Super Express, Birmingham, $2945), (Best Gallery, Little Rock, $2939), (Diamond Plaza, Chicago, $2899), (American Mart, Kansas City, $2399), (Vista Mart, Portland, $2199), (Keystone Place, Birmingham, $1899)
2016-07, (Apex Zone, Omaha, $8175), (Atlantic Hub, Tucson, $7604), (Crown Outlet, Chicago, $5738), (Summit Gallery, Glendale, $5221), (Diamond Shop, Seattle, $4874), (Cornerstone Mart, Scottsdale, $4696), (Apex Plaza, Scottsdale, $4499), (Central Depot, Gilbert, $3599), (Capital Market, Providence, $2899), (Apex Hub, Lincoln, $2439)
2016-08, (Apex Plaza, Boston, $19049), (National World, Seattle, $12999), (Liberty Warehouse, Jacksonville, $6179), (Capital Outlet, Santa Ana, $5469), (Choice Gallery, Dallas, $4499), (Apex Plaza, Scottsdale, $4349), (Royal Warehouse, Glendale, $2099), (Diamond Place, Santa Ana, $2065), (Royal Store, Buffalo, $1109), (United Hub, Milwaukee, $935)
2016-09, (Apex Zone, Omaha, $12092), (City Hub, Los Angeles, $10699), (Super Zone, Glendale, $7699), (Royal Shop, Plano, $6230), (Cornerstone Mart, Scottsdale, $5481), (Premier Place, Los Angeles, $5439), (Central Depot, Gilbert, $4929), (Best Gallery, Little Rock, $4499), (Capital Shop, Kansas City, $4122), (Beacon Warehouse, New York, $3326)
2016-10, (Best Zone, Glendale, $17991), (Vista Exchange, Arlington, $15042), (National Exchange, Yonkers, $12099), (Royal Buy, Long Beach, $12062), (Premier Place, Los Angeles, $11699), (American Mart, Kansas City, $10993), (Keystone Place, Birmingham, $7792), (Liberty Source, Gilbert, $6439), (Vista Store, Tacoma, $5699), (Royal Source, Santa Ana, $3999)
2016-11, (Elite Depot, Mesa, $13949), (Beacon Depot, Fremont, $8340), (Heritage Express, Portland, $7649), (Royal Shop, Plano, $4599), (Apex Zone, Omaha, $2769), (Best Zone, Glendale, $2671), (Apex Store, Baton Rouge, $1799), (United Hub, Milwaukee, $1279), (Atlantic Market, Oklahoma City, $229)
2016-12, (Liberty Source, Mesa, $15983), (Sterling Market, Charlotte, $10949), (American Source, San Diego, $10819), (Beacon Warehouse, New York, $8128), (Diamond Plaza, Chicago, $4399), (Royal Direct, Gilbert, $3139), (Diamond World, Norfolk, $2229), (Beacon Depot, Fremont, $2147), (Elite Hub, Louisville, $2029), (Crown Zone, Providence, $1727)
2017-01, (United Gallery, Yonkers, $13829), (Beacon Shop, Arlington, $11780), (Beacon Hub, Garland, $5298), (Summit Gallery, Glendale, $4199), (Elite Mart, Lubbock, $3899), (Royal Store, Buffalo, $2799), (Keystone Place, Birmingham, $2712), (Choice Center, Glendale, $1809), (Super Zone, Glendale, $1339), (Best Gallery, Little Rock, $1129)
2017-02, (Liberty Center, Memphis, $19801), (Elite Mart, Lubbock, $12699), (Royal Warehouse, Glendale, $9399), (Apex Plaza, Boston, $8012), (Value Mart, San Bernardino, $4983), (Vista Direct, Oklahoma City, $2708), (Best Gallery, Little Rock, $2109), (City Direct, Tampa, $1839), (Super Express, Birmingham, $1568), (Diamond Shop, Seattle, $1439)
2017-03, (Royal Direct, Gilbert, $12849), (Pacific Buy, Seattle, $12394), (Capital Shop, Kansas City, $5699), (Vista Exchange, Arlington, $4899), (Vista World, Fontana, $4620), (Liberty Center, Memphis, $4349), (Value Mart, San Bernardino, $2165), (Premier Market, Denver, $1790), (Super Zone, Glendale, $1649), (Crown Express, Arlington, $1032)
2017-04, (Summit Gallery, Glendale, $20785), (Premier Market, Denver, $7753), (Vista World, Boston, $6649), (Choice Gallery, Dallas, $2249), (Central Depot, Gilbert, $1736), (Crown Express, Arlington, $1199), (Elite Hub, Louisville, $899), (Royal Buy, Long Beach, $749), (Capital Shop, Kansas City, $149)
2017-05, (Super Express, San Luis Obispo, $15809), (Value Mart, San Bernardino, $14699), (City Hub, Los Angeles, $8099), (Super Zone, Glendale, $4999), (Atlantic Mart, San Antonio, $3939), (Vista Store, Tacoma, $3039), (Liberty Center, Memphis, $2683), (Crown Zone, Lexington, $2579), (National Exchange, Yonkers, $2338), (Liberty Source, Mesa, $2189)
2017-06, (Heritage World, San Luis Obispo, $10197), (Apex Zone, Omaha, $7299), (Liberty Source, Gilbert, $5899), (Crown Zone, Lexington, $5305), (Royal Mart, Madison, $3407), (Central Depot, Gilbert, $3392), (City Direct, Tampa, $2595), (Diamond Plaza, Chicago, $2043), (Liberty Warehouse, Mesa, $1299), (Vista World, Mesa, $993)
2017-07, (Vista World, Boston, $12249), (Vista Mart, Portland, $7699), (Beacon Zone, San Bernardino, $7246), (Choice Center, Glendale, $6299), (National World, Seattle, $5599), (Best Mart, Long Beach, $4491), (United Zone, Henderson, $3679), (Heritage World, San Luis Obispo, $2279), (Diamond Plaza, Chicago, $1939), (Crown Outlet, Chicago, $1439)
2017-08, (Best Gallery, Little Rock, $12599), (Super Express, Birmingham, $8592), (Vista Store, Tacoma, $7689), (City Hub, Los Angeles, $7454), (Sterling Plaza, Santa Ana, $3045), (Sterling Shop, Rochester, $2999), (Best Zone, Glendale, $2629), (Cornerstone Place, Durham, $1399), (Vista Mart, Portland, $449)
2017-09, (Vista World, Fontana, $11330), (Liberty Warehouse, Jacksonville, $7039), (Liberty Source, Mesa, $6799), (Beacon Depot, Fremont, $1159), (Sterling Plaza, Santa Ana, $1119), (Pacific Warehouse, Glendale, $599), (Royal Direct, Gilbert, $519), (Value Gallery, Lincoln, $300), (American Mart, Kansas City, $259), (Cornerstone Mart, Scottsdale, $219)
2017-10, (Atlantic Market, Oklahoma City, $13993), (Crown Express, Arlington, $12399), (Capital Shop, Kansas City, $8351), (Diamond Express, Lubbock, $6499), (Royal Store, Buffalo, $6199), (Vista Store, Tacoma, $3499), (Royal Warehouse, Glendale, $2116), (Liberty Warehouse, Mesa, $1799), (Liberty Warehouse, Jacksonville, $1599), (Liberty Source, Mesa, $1584)
2017-11, (Vista World, Fontana, $10299), (Value Gallery, Lincoln, $10009), (Heritage Zone, St. Louis, $7893), (Atlantic Mart, San Antonio, $6699), (Diamond Plaza, Chicago, $3209), (Elite Shop, Durham, $1499), (Diamond Place, Santa Ana, $1199), (Apex Hub, Lincoln, $1153), (Best Gallery, Little Rock, $1099), (Heritage Express, Portland, $1064)
2017-12, (Royal Buy, Long Beach, $13319), (Metro Store, El Paso, $10296), (Heritage Express, Portland, $8239), (National Exchange, Yonkers, $5888), (Central Depot, Gilbert, $5344), (Royal Store, Buffalo, $4999), (Best Gallery, Little Rock, $2579), (Cornerstone Mart, Fort Wayne, $1909), (Pacific Buy, Seattle, $1599), (Elite Express, Denver, $1494)
2018-01, (Capital Outlet, Santa Ana, $37981), (Apex Zone, Omaha, $15999), (Crown Outlet, Chicago, $13598), (Royal Mart, Madison, $12299), (Royal Shop, Plano, $3675), (Vista Exchange, Arlington, $2814), (Choice Gallery, Dallas, $2559), (Cornerstone Center, Raleigh, $2249), (Super Hub, Minneapolis, $2249), (City Direct, Tampa, $1609)
2018-02, (Atlantic Hub, Tucson, $30474), (United Depot, Buffalo, $20519), (Sterling Market, Charlotte, $12999), (Pacific Center, Omaha, $4999), (Value Mart, San Bernardino, $3799), (Metro Store, El Paso, $3149), (Capital Market, Providence, $450), (Cornerstone Mart, Scottsdale, $279), (Metro Mart, New York, $199), (Vista Store, Tacoma, $99)
2018-03, (Diamond Express, Lubbock, $14023), (Vista Store, Tacoma, $12999), (Crown Express, Arlington, $12259), (Metro Store, El Paso, $7149), (Choice Center, Glendale, $5871), (Vista World, Boston, $3707), (United Depot, Buffalo, $3599), (Capital Outlet, Santa Ana, $2979), (Elite Depot, Mesa, $1779), (Royal Direct, Gilbert, $1474)
2018-04, (Elite Hub, Louisville, $7049), (Central Depot, Gilbert, $4619), (Atlantic Hub, Tucson, $4099), (Apex Store, Baton Rouge, $3349), (Value Gallery, Lincoln, $3004), (Heritage Zone, St. Louis, $2599), (Vista Store, Tacoma, $2361), (Sterling Shop, Rochester, $1799), (Capital Shop, Kansas City, $1399), (City Hub, Los Angeles, $1399)
2018-05, (Best Zone, Glendale, $31249), (Super Express, Birmingham, $18032), (Vista Direct, Oklahoma City, $12469), (Heritage Zone, St. Louis, $10322), (United Hub, Milwaukee, $8115), (Royal Shop, Plano, $5899), (United Depot, Buffalo, $5449), (Super Hub, Minneapolis, $4609), (Beacon Zone, San Bernardino, $4117), (Elite Hub, Louisville, $3745)
2018-06, (Heritage World, San Luis Obispo, $11509), (Apex Hub, Lincoln, $10159), (Beacon Hub, Garland, $8816), (Elite Hub, Louisville, $7649), (Summit Gallery, Pittsburgh, $5689), (City Hub, Los Angeles, $5372), (Liberty Warehouse, Jacksonville, $5140), (Pacific Buy, Seattle, $3249), (Royal Mart, Madison, $3169), (Atlantic Market, Oklahoma City, $2849)
2018-07, (Vista Direct, Oklahoma City, $15234), (Capital Outlet, Santa Ana, $11239), (Crown Express, Arlington, $6799), (Super Express, Birmingham, $5092), (National World, Seattle, $4990), (Pacific Buy, Seattle, $3699), (Super Zone, Glendale, $3579), (American Mart, Kansas City, $2999), (Pacific Center, Omaha, $2279), (Best Mart, Long Beach, $1839)
2018-08, (Vista World, Boston, $14795), (Royal Store, Buffalo, $10640), (Super Plaza, Milwaukee, $3209), (Apex Plaza, Boston, $1999), (United Zone, Henderson, $1449), (Keystone Place, Birmingham, $1169), (Elite Express, Denver, $899), (Beacon Zone, San Bernardino, $899), (Royal Mart, Madison, $799)
2018-09, (Elite World, Charlotte, $13199), (Apex Plaza, Boston, $8499), (Capital Market, Providence, $5849), (Royal Buy, Long Beach, $5431), (Heritage World, San Luis Obispo, $5399), (Apex Store, Baton Rouge, $3387), (Cornerstone Center, Raleigh, $2999), (Super Hub, Minneapolis, $2350), (Vista Exchange, Arlington, $2123), (Beacon Warehouse, New York, $1749)
2018-10, (Elite Depot, Mesa, $4389), (Elite World, Charlotte, $4149), (United Place, Baton Rouge, $3669), (Super Express, Houston, $3359), (Keystone Place, Birmingham, $1782), (Value Gallery, Lincoln, $1349), (Premier Place, Los Angeles, $1174), (Summit Gallery, Glendale, $1144), (National World, Seattle, $129)
2018-11, (Diamond World, Norfolk, $16899), (Cornerstone Mart, Scottsdale, $15399), (Apex Hub, Lincoln, $13149), (Vista World, Boston, $10689), (Best Gallery, Little Rock, $10133), (Pacific Center, Omaha, $8979), (Vista Store, Tacoma, $8842), (Beacon Depot, Fremont, $8505), (Beacon Zone, San Bernardino, $8349), (Diamond Express, Lubbock, $7549)
2018-12, (Cornerstone Center, Raleigh, $18899), (Best Mart, Long Beach, $16433), (Super Express, Houston, $15082), (Keystone Place, Birmingham, $12683), (Elite Hub, Louisville, $10296), (Summit Gallery, Pittsburgh, $9789), (Beacon Hub, Garland, $7499), (Capital Shop, Kansas City, $6699), (Elite Depot, Mesa, $5579), (American Mart, Kansas City, $5349)
2019-01, (Cornerstone Center, Raleigh, $15289), (Beacon Source, Cincinnati, $10549), (Sterling Plaza, Santa Ana, $10499), (Royal Direct, Gilbert, $9238), (Vista World, Mesa, $7949), (Vista Mart, Portland, $7239), (Vista World, Fontana, $5280), (Heritage Zone, St. Louis, $4639), (City Place, Pittsburgh, $4249), (Cornerstone Shop, Reno, $3789)
2019-02, (Metro Mart, New York, $11394), (Best Mart, Long Beach, $7169), (Diamond Shop, Seattle, $2999), (Crown Outlet, Chicago, $2997), (Summit Gallery, Glendale, $1789), (Apex Zone, Omaha, $1749), (Beacon Depot, Fremont, $1259), (Vista Direct, Oklahoma City, $1221), (City Place, Pittsburgh, $764), (Metro Store, El Paso, $749)
2019-03, (Liberty Warehouse, Jacksonville, $18830), (Elite Mart, Lubbock, $18163), (Apex Plaza, Boston, $17192), (Elite Express, Denver, $8829), (Best Mart, Long Beach, $6499), (United Zone, Henderson, $4859), (Sterling Market, Charlotte, $3357), (Crown Zone, Providence, $2769), (Vista World, Mesa, $2589), (Diamond Shop, Seattle, $2299)
2019-04, (Crown Outlet, Chicago, $12999), (Sterling Market, Charlotte, $6599), (Beacon Depot, Fremont, $5439), (Cornerstone Mart, Scottsdale, $4609), (Apex Plaza, Boston, $4239), (Crown Zone, Lexington, $3499), (Super Hub, Minneapolis, $2449), (Vista Mart, Portland, $2349), (Diamond Shop, Seattle, $2099), (United Hub, Milwaukee, $1349)
2019-05, (Metro Store, El Paso, $9195), (Beacon Zone, San Bernardino, $7443), (Royal Store, Buffalo, $7214), (Best Mart, Long Beach, $5959), (Capital Outlet, Santa Ana, $4550), (Super Zone, Glendale, $2510), (Apex Hub, Lincoln, $2314), (Royal Mart, Madison, $1939), (Apex Plaza, Boston, $1649), (Cornerstone Mart, Scottsdale, $749)
2019-06, (Atlantic Market, Oklahoma City, $9549), (Super Hub, Minneapolis, $9058), (Heritage Zone, St. Louis, $9051), (Cornerstone Mart, Fort Wayne, $7091), (Liberty Warehouse, Jacksonville, $6854), (United Place, Baton Rouge, $4149), (Heritage Express, Portland, $3872), (United Hub, Milwaukee, $3699), (Liberty Source, Mesa, $3643), (Beacon Zone, San Bernardino, $3199)
2019-07, (Atlantic Mart, San Antonio, $6399), (Best Zone, Glendale, $5599), (Elite Shop, Durham, $5185), (Crown Zone, Lexington, $3709), (United Depot, Buffalo, $1770), (United Zone, Henderson, $1749), (Super Zone, Glendale, $1599), (Beacon Source, Cincinnati, $999), (Royal Mart, Madison, $689), (Beacon Warehouse, New York, $249)
2019-08, (Central Depot, Gilbert, $17991), (Crown Zone, Providence, $15299), (Cornerstone Place, Durham, $12681), (Super Hub, Minneapolis, $7954), (Summit Gallery, Glendale, $7419), (Vista Store, Tacoma, $6419), (Capital Market, Seattle, $5999), (Crown Outlet, Chicago, $5679), (American Mart, Kansas City, $5094), (Vista Direct, Oklahoma City, $4869)
2019-09, (Diamond Express, Lubbock, $8509), (Beacon Warehouse, New York, $7475), (Vista World, Boston, $6595), (Metro Mart, New York, $5508), (United Place, Baton Rouge, $4491), (Crown Zone, Lexington, $3329), (Royal Store, Buffalo, $3219), (Vista World, Fontana, $3079), (Atlantic Market, Oklahoma City, $2729), (Heritage Zone, St. Louis, $2619)
2019-10, (Cornerstone Place, Durham, $12549), (Apex Plaza, Boston, $7599), (Heritage Express, Portland, $7329), (Metro Mart, New York, $5479), (Apex Store, Baton Rouge, $2509), (Premier Place, Los Angeles, $2449), (Liberty Center, Memphis, $1049), (Crown Zone, Providence, $419), (Central Depot, Gilbert, $413)
2019-11, (Sterling Plaza, Santa Ana, $10699), (Crown Zone, Providence, $9179), (Keystone Place, Birmingham, $6899), (Liberty Center, Memphis, $2041), (Vista World, Mesa, $1960), (Capital Outlet, Santa Ana, $1349), (National Exchange, Yonkers, $499), (Capital Market, Seattle, $449)
2019-12, (Elite Hub, Louisville, $11699), (National World, Seattle, $10299), (Vista Store, Tacoma, $8269), (United Gallery, Yonkers, $5697), (American Source, San Diego, $4509), (City Place, Pittsburgh, $4499), (Atlantic Hub, Tucson, $3899), (Apex Zone, Omaha, $3385), (City Direct, Tampa, $2599), (Atlantic Market, Oklahoma City, $2019)
2020-01, (Beacon Depot, Fremont, $39251), (Royal Source, Santa Ana, $14576), (Super Zone, Glendale, $8993), (Capital Market, Providence, $4419), (American Mart, Kansas City, $4287), (Atlantic Mart, San Antonio, $4089), (City Direct, Tampa, $2950), (Choice Gallery, Dallas, $2899), (National Exchange, Yonkers, $2499), (Diamond Plaza, Chicago, $1439)
2020-02, (Beacon Shop, Arlington, $21997), (National World, Seattle, $17599), (Crown Zone, Providence, $13449), (Capital Outlet, Santa Ana, $2439), (American Source, San Diego, $1684), (Beacon Hub, Garland, $1349), (Sterling Shop, Rochester, $1259), (City Hub, Los Angeles, $1259), (Elite Hub, Louisville, $639), (Pacific Buy, Seattle, $99)
2020-03, (Capital Market, Providence, $14249), (City Place, Pittsburgh, $12149), (Cornerstone Mart, Fort Wayne, $6877), (Best Gallery, Little Rock, $4894), (Choice Gallery, Dallas, $3617), (Super Express, Birmingham, $3083), (United Gallery, Yonkers, $2490), (Elite World, Charlotte, $2237), (Liberty Warehouse, Jacksonville, $1839), (Crown Express, Arlington, $1349)
2020-04, (Super Express, Houston, $10099), (Sterling Market, Charlotte, $9995), (Cornerstone Direct, Anchorage, $4549), (Capital Shop, Kansas City, $3409), (United Place, Baton Rouge, $2799), (United Gallery, Yonkers, $2788), (City Place, Pittsburgh, $2309), (Diamond Plaza, Chicago, $2239), (American Mart, Kansas City, $1999), (Diamond World, Norfolk, $1998)
2020-05, (City Hub, Los Angeles, $14253), (Royal Mart, Madison, $12339), (City Place, Pittsburgh, $9509), (United Place, Baton Rouge, $5139), (Liberty Center, Memphis, $4199), (United Zone, Henderson, $3659), (American Mart, Kansas City, $3249), (Super Hub, Minneapolis, $3149), (Cornerstone Mart, Scottsdale, $3144), (Vista Direct, Oklahoma City, $1749)
2020-06, (Super Express, San Luis Obispo, $11234), (Vista Mart, Portland, $8788), (Beacon Warehouse, New York, $8507), (American Source, San Diego, $4479), (Cornerstone Shop, Reno, $4399), (Beacon Hub, Garland, $4259), (City Place, Pittsburgh, $4079), (Apex Store, Baton Rouge, $3899), (Diamond Plaza, Chicago, $2958), (Choice Center, Glendale, $2699)
2020-07, (Liberty Warehouse, Jacksonville, $26219), (Apex Store, Baton Rouge, $17891), (Best Zone, Glendale, $11199), (Liberty Source, Mesa, $9559), (Choice Gallery, Dallas, $8418), (Metro Mart, New York, $6839), (City Direct, Tampa, $6199), (Apex Hub, Lincoln, $5649), (Vista World, Fontana, $3799), (United Depot, Buffalo, $3599)
2020-08, (Capital Market, Seattle, $9399), (Sterling Plaza, Santa Ana, $8499), (Diamond Shop, Seattle, $4931), (Royal Mart, Madison, $4399), (Sterling Market, Charlotte, $3095), (American Source, San Diego, $2399), (Super Express, Birmingham, $2399), (Liberty Warehouse, Jacksonville, $2359), (Liberty Source, Mesa, $2284), (Apex Hub, Lincoln, $2086)
2020-09, (Best Mart, Long Beach, $15873), (United Depot, Buffalo, $12993), (Royal Shop, Plano, $11965), (Heritage World, San Luis Obispo, $8539), (Vista Mart, Portland, $8199), (Super Express, Houston, $7359), (Vista Direct, Oklahoma City, $6459), (Capital Market, Seattle, $6043), (Beacon Shop, Arlington, $5599), (United Zone, Henderson, $5319)
2020-10, (Value Gallery, Lincoln, $18336), (Royal Source, Santa Ana, $12879), (United Hub, Milwaukee, $7890), (Super Express, San Luis Obispo, $6999), (Apex Zone, Omaha, $3843), (Metro Mart, New York, $2915), (Sterling Plaza, Santa Ana, $2899), (Keystone Place, Birmingham, $1393), (Best Zone, Glendale, $799), (Apex Store, Baton Rouge, $399)
2020-11, (Super Express, Birmingham, $15992), (Apex Hub, Lincoln, $12794), (Sterling Market, Charlotte, $4199), (Apex Zone, Omaha, $4149), (Atlantic Market, Oklahoma City, $4059), (Elite Hub, Louisville, $3899), (Cornerstone Center, Raleigh, $3499), (United Zone, Henderson, $2798), (Crown Express, Arlington, $2559), (Royal Store, Buffalo, $1929)
2020-12, (Value Gallery, Lincoln, $12044), (Apex Plaza, Boston, $9339), (Liberty Source, Gilbert, $8999), (Capital Market, Seattle, $4619), (Vista Direct, Oklahoma City, $3799), (Sterling Market, Charlotte, $3493), (United Depot, Buffalo, $3189), (Cornerstone Mart, Fort Wayne, $2799), (Pacific Warehouse, Glendale, $2234), (Super Express, San Luis Obispo, $2171)
2021-01, (Vista Mart, Portland, $12949), (Beacon Zone, San Bernardino, $8347), (Vista World, Fontana, $6740), (Vista Direct, Oklahoma City, $6349), (Pacific Center, Omaha, $4839), (Liberty Warehouse, Mesa, $4093), (United Hub, Milwaukee, $3909), (Royal Mart, Madison, $2393), (Beacon Depot, Fremont, $1599), (Crown Outlet, Chicago, $1574)
2021-02, (Royal Warehouse, Glendale, $27992), (Apex Hub, Lincoln, $12916), (Super Hub, Minneapolis, $7149), (Capital Outlet, Santa Ana, $6984), (Diamond Shop, Seattle, $4863), (Elite Mart, Lubbock, $1999), (City Hub, Los Angeles, $1714), (Vista Direct, Oklahoma City, $779), (Capital Market, Seattle, $499), (City Place, Pittsburgh, $404)
2021-03, (Atlantic Market, Oklahoma City, $23229), (Elite Express, Denver, $14359), (Elite Shop, Durham, $14069), (Premier Market, Denver, $8477), (Crown Outlet, Chicago, $5749), (City Direct, Tampa, $3679), (National Exchange, Yonkers, $3593), (Cornerstone Place, Durham, $3499), (Royal Direct, Gilbert, $3486), (Atlantic Mart, San Antonio, $3473)
2021-04, (Royal Source, Santa Ana, $6499), (Super Express, Houston, $5074), (Summit Gallery, Pittsburgh, $4899), (Liberty Warehouse, Jacksonville, $4480), (Elite World, Charlotte, $4339), (Metro Store, El Paso, $3142), (Diamond Express, Lubbock, $3134), (Heritage Zone, St. Louis, $2799), (Premier Market, Denver, $2249), (Beacon Warehouse, New York, $1819)
2021-05, (Super Hub, Minneapolis, $14399), (Capital Outlet, Santa Ana, $12999), (Elite Hub, Louisville, $8949), (Keystone Place, Birmingham, $6240), (Vista Direct, Oklahoma City, $6199), (Best Mart, Long Beach, $4559), (City Direct, Tampa, $3429), (National World, Seattle, $3139), (Metro Store, El Paso, $2449), (Liberty Source, Mesa, $2047)
