354, 974, 55, 3
355, 90, 26, 4
356, 503, 41, 7
357, 1612, 15, 7
358, 1483, 35, 4
359, 148, 72, 4
360, 847, 99, 1
361, 133, 29, 10
362, 355, 33, 4
363, 625, 46, 10
364, 1285, 76, 5
365, 1335, 67, 2
366, 754, 73, 6
367, 1828, 70, 10
368, 1875, 25, 1
369, 1541, 47, 4
370, 1495, 85, 7
371, 648, 87, 10
372, 1451, 41, 9
373, 230, 76, 5
374, 1075, 10, 9
375, 531, 88, 9
376, 1843, 21, 5
377, 1965, 85, 7
378, 1607, 94, 10
379, 1273, 6, 6
380, 1848, 65, 5
381, 742, 1, 1
382, 1225, 89, 2
383, 1858, 81, 6
384, 1889, 83, 8
385, 1325, 15, 1
386, 215, 38, 5
387, 582, 80, 8
388, 1921, 45, 5
389, 446, 37, 1
390, 1202, 92, 1
391, 86, 71, 4
392, 1817, 77, 8
393, 1540, 9, 5
394, 1555, 71, 9
395, 537, 1, 10
396, 1210, 34, 10
397, 543, 13, 4
398, 138, 46, 1
399, 1092, 28, 3
400, 1329, 37, 9
401, 1080, 96, 3
402, 1030, 57, 2
403, 658, 97, 8
404, 1103, 98, 4
405, 1701, 68, 8
406, 1766, 78, 3
407, 134, 38, 5
408, 1465, 50, 3
409, 1915, 1, 4
410, 1003, 9, 10
411, 426, 74, 5
412, 302, 21, 6
413, 955, 73, 5
414, 1996, 13, 8
415, 130, 82, 1
416, 1357, 43, 5
417, 1973, 68, 3
418, 110, 42, 7
419, 630, 39, 8
420, 50, 92, 6
421, 1582, 42, 10
422, 238, 63, 8
423, 686, 48, 6
424, 1212, 18, 5
425, 286, 82, 7
426, 1346, 67, 5
427, 485, 54, 10
428, 738, 3, 5
429, 1631, 10, 10
430, 1314, 54, 4
431, 1592, 80, 1
432, 432, 65, 4
433, 345, 10, 1
434, 1349, 22, 4
435, 800, 46, 9
436, 393, 67, 10
437, 1043, 20, 3
438, 429, 48, 8
439, 1428, 79, 8
440, 1809, 7, 7
441, 1266, 30, 8
442, 1464, 37, 3
443, 1635, 9, 7
444, 470, 36, 4
445, 428, 97, 4
446, 1977, 48, 3
447, 720, 73, 7
448, 1004, 79, 8
449, 1196, 70, 6
450, 101, 36, 3
451, 1683, 26, 4
452, 1232, 31, 6
453, 382, 17, 1
454, 866, 64, 7
455, 924, 72, 5
456, 31, 54, 8
457, 341, 31, 6
458, 395, 28, 5
459, 907, 46, 3
460, 1998, 24, 5
461, 109, 13, 3
462, 750, 19, 4
463, 1924, 46, 6
464, 315, 13, 10
465, 816, 56, 4
466, 139, 49, 6
467, 105, 54, 4
468, 532, 60, 8
469, 1364, 100, 3
470, 623, 63, 10
471, 1873, 54, 3
472, 825, 84, 4
473, 125, 76, 4
474, 370, 16, 9
475, 258, 86, 8
476, 1409, 39, 2
477, 769, 26, 2
478, 1637, 3, 8
479, 1695, 79, 2
480, 929, 30, 4
481, 162, 97, 2
482, 1922, 84, 8
483, 1436, 87, 10
484, 339, 66, 1
485, 1879, 80, 7
486, 1846, 82, 8
487, 1318, 74, 2
488, 1890, 75, 9
489, 1468, 65, 2
490, 1145, 24, 2
491, 1697, 53, 7
492, 677, 16, 7
493, 1153, 32, 7
494, 1874, 37, 9
495, 1834, 75, 2
496, 1929, 36, 3
497, 1032, 19, 2
498, 97, 61, 6
499, 1545, 84, 5
500, 1707, 5, 4
501, 269, 82, 8
502, 845, 56, 7
503, 23, 56, 2
504, 1721, 60, 7
505, 616, 90, 3
506, 836, 76, 4
507, 872, 90, 10
508, 1300, 9, 8
509, 1057, 59, 3
510, 851, 45, 7
511, 182, 79, 8
512, 1857, 29, 5
513, 1861, 52, 8
514, 46, 69, 7
515, 1435, 34, 2
516, 701, 96, 7
517, 1127, 7, 2
518, 1579, 18, 10
519, 1819, 16, 2
520, 909, 55, 6
521, 1662, 3, 6
522, 659, 64, 3
523, 1055, 14, 2
524, 401, 49, 5
525, 6, 96, 6
526, 368, 21, 7
527, 1481, 75, 5
528, 124, 3, 4
529, 733, 47, 2
530, 1733, 100, 7
531, 216, 13, 2
532, 234, 29, 6
533, 1352, 68, 8
534, 1524, 3, 8
535, 100, 9, 10
536, 982, 20, 6
537, 1594, 61, 5
538, 594, 9, 9
539, 385, 65, 4
540, 1560, 83, 3
541, 726, 69, 9
542, 1688, 88, 4
543, 486, 19, 5
544, 1316, 92, 5
545, 768, 80, 2
546, 178, 96, 6
547, 1806, 32, 4
548, 753, 34, 2
549, 858, 91, 4
550, 445, 23, 1
551, 84, 35, 10
552, 1141, 54, 5
553, 1601, 62, 8
554, 1938, 15, 8
555, 1099, 14, 7
556, 294, 64, 2
557, 1658, 8, 1
558, 650, 71, 8
559, 676, 82, 1
560, 459, 1, 10
561, 353, 3, 10
562, 995, 23, 5
563, 1197, 9, 2
564, 1124, 48, 7
565, 808, 14, 10
566, 1040, 11, 9
567, 1423, 16, 7
568, 1941, 27, 10
569, 73, 64, 9
570, 1334, 20, 6
571, 828, 22, 4
572, 1638, 9, 10
573, 1810, 100, 4
574, 1010, 32, 2
575, 988, 52, 8
576, 1067, 54, 2
577, 613, 4, 6
578, 1072, 29, 5
579, 1600, 1, 1
580, 434, 84, 4
581, 221, 88, 8
582, 932, 18, 9
583, 718, 38, 10
584, 268, 78, 5
585, 599, 78, 2
586, 261, 11, 4
587, 1752, 85, 6
588, 1209, 72, 2
589, 53, 29, 2
590, 210, 43, 9
591, 710, 55, 1
592, 1619, 55, 4
593, 883, 92, 2
594, 884, 69, 9
595, 1111, 3, 5
596, 885, 36, 9
597, 1802, 33, 8
598, 410, 53, 2
599, 1406, 13, 4
600, 1963, 66, 2
601, 276, 64, 6
602, 856, 57, 1
603, 1427, 86, 8
604, 415, 22, 4
605, 823, 71, 5
606, 1901, 75, 3
607, 289, 93, 5
608, 1563, 28, 9
609, 1165, 93, 4
610, 184, 63, 9
611, 980, 45, 7
612, 875, 69, 8
613, 1691, 50, 4
614, 1960, 11, 6
615, 350, 71, 5
616, 190, 88, 8
617, 1369, 94, 6
618, 903, 32, 7
619, 634, 2, 9
620, 642, 99, 10
621, 1235, 11, 1
622, 997, 92, 2
623, 406, 82, 1
624, 1492, 69, 2
625, 937, 41, 9
626, 1898, 80, 1
627, 668, 11, 3
628, 1518, 71, 10
629, 541, 73, 8
630, 962, 80, 2
631, 1384, 94, 8
632, 1138, 89, 1
633, 1500, 1, 10
634, 313, 88, 6
635, 280, 8, 6
636, 76, 71, 6
637, 867, 3, 10
638, 354, 79, 3
639, 1193, 68, 4
640, 1443, 70, 10
641, 1473, 59, 4
642, 765, 55, 8
643, 409, 71, 4
644, 228, 89, 2
645, 1205, 44, 10
646, 1978, 29, 7
647, 233, 39, 10
648, 1969, 43, 1
649, 64, 71, 5
650, 1207, 60, 10
651, 1668, 22, 4
652, 1319, 57, 4
653, 1980, 89, 8
654, 1537, 67, 1
655, 1447, 53, 1
656, 555, 66, 1
657, 421, 95, 9
658, 69, 64, 3
659, 416, 23, 5
660, 352, 37, 10
661, 991, 65, 10
662, 1222, 29, 9
663, 359, 81, 10
664, 928, 83, 3
665, 1065, 62, 4
666, 1360, 60, 7
667, 1110, 49, 6
668, 365, 23, 8
669, 374, 36, 5
670, 274, 52, 8
671, 1321, 89, 9
672, 219, 55, 3
673, 1182, 41, 1
674, 1487, 52, 10
675, 461, 92, 5
676, 1589, 34, 6
677, 1985, 78, 2
678, 797, 77, 8
679, 1233, 57, 4
680, 1476, 93, 4
681, 311, 5, 9
682, 1860, 16, 7
683, 469, 100, 7
684, 609, 24, 8
685, 1166, 64, 9
686, 734, 83, 9
687, 1445, 66, 8
688, 1439, 15, 4
689, 657, 74, 8
690, 1378, 79, 5
691, 1925, 45, 4
692, 229, 11, 9
693, 1611, 22, 10
694, 1009, 4, 1
695, 1878, 38, 4
696, 1337, 97, 7
697, 1355, 96, 3
698, 1526, 5, 7
699, 1764, 69, 6
700, 711, 23, 7
701, 846, 85, 9
702, 306, 43, 5
703, 1114, 50, 9
704, 1713, 28, 4
705, 155, 100, 5
706, 1112, 59, 9
707, 334, 75, 10
708, 1031, 2, 1
709, 904, 74, 9
710, 1609, 83, 1
711, 1502, 78, 5
712, 1150, 83, 3
713, 474, 59, 8
714, 266, 95, 10
715, 1920, 49, 9
716, 954, 74, 4
717, 161, 7, 6
718, 1471, 89, 4
719, 402, 49, 6
720, 1625, 36, 9
721, 1887, 97, 8
722, 508, 99, 7
723, 479, 78, 10
724, 854, 9, 2
725, 1200, 56, 7
726, 971, 68, 4
727, 194, 63, 2
728, 1648, 82, 10
729, 1292, 10, 10
730, 126, 21, 10
731, 1734, 19, 3
732, 1501, 7, 2
733, 307, 95, 10
734, 952, 48, 4
735, 317, 13, 2
736, 728, 100, 5
737, 327, 60, 4
738, 796, 40, 4
739, 1552, 13, 9
740, 1414, 89, 7
741, 1026, 26, 9
742, 757, 34, 1
743, 1274, 37, 2
744, 731, 24, 8
745, 1553, 94, 4
746, 333, 79, 9
747, 1358, 45, 4
748, 444, 91, 6
749, 1655, 59, 2
750, 1657, 60, 10
751, 260, 91, 7
752, 1380, 96, 1
753, 1140, 65, 7
754, 32, 72, 6
755, 912, 13, 10
756, 524, 23, 1
757, 1251, 50, 9
758, 802, 50, 4
759, 600, 10, 8
760, 535, 36, 3
761, 332, 5, 4
762, 209, 94, 3
763, 167, 24, 9
764, 1926, 94, 7
765, 852, 53, 10
766, 1702, 34, 3
767, 1665, 18, 4
768, 935, 68, 1
769, 1813, 76, 1
770, 709, 50, 5
771, 1544, 6, 4
772, 119, 97, 10
773, 83, 46, 8
774, 1203, 3, 1
775, 196, 47, 4
776, 1498, 85, 5
777, 1020, 41, 5
778, 1109, 49, 10
779, 67, 39, 8
780, 1504, 28, 3
781, 1942, 80, 4
782, 1643, 98, 5
783, 1672, 24, 8
784, 378, 8, 3
785, 619, 98, 4
786, 496, 23, 10
787, 1617, 55, 5
788, 694, 84, 6
789, 1291, 61, 10
790, 1106, 54, 10
791, 897, 75, 4
792, 18, 20, 7
793, 722, 53, 3
794, 1404, 16, 10
795, 1503, 44, 4
796, 1546, 33, 6
797, 608, 76, 7
798, 1005, 14, 10
799, 360, 70, 4
800, 887, 96, 8
801, 1118, 17, 2
802, 1486, 26, 2
803, 699, 5, 9
804, 999, 80, 2
805, 632, 59, 8
806, 1362, 97, 9
807, 438, 12, 9
808, 58, 22, 7
809, 1799, 57, 6
810, 527, 24, 6
811, 141, 60, 10
812, 1725, 41, 7
813, 806, 5, 7
814, 349, 40, 1
815, 1982, 88, 8
816, 80, 84, 7
817, 55, 3, 7
818, 256, 76, 9
819, 570, 39, 9
820, 1102, 72, 10
821, 1739, 65, 7
822, 873, 95, 2
823, 283, 95, 2
824, 1771, 45, 10
825, 1226, 49, 4
826, 596, 29, 6
827, 1863, 78, 9
828, 818, 4, 5
829, 618, 56, 9
830, 1039, 96, 3
831, 922, 9, 6
832, 1275, 7, 8
833, 745, 47, 5
834, 357, 88, 9
835, 225, 11, 6
836, 1916, 34, 2
837, 1669, 9, 1
838, 1774, 21, 3
839, 1744, 56, 10
840, 1069, 98, 6
841, 1833, 54, 1
842, 529, 37, 3
843, 1917, 91, 10
844, 1276, 22, 6
845, 1144, 79, 3
846, 804, 37, 9
847, 1724, 34, 7
848, 752, 15, 7
849, 894, 45, 4
850, 1689, 38, 8
851, 61, 18, 7
852, 1169, 57, 7
853, 868, 73, 6
854, 1551, 86, 6
855, 137, 42, 9
856, 878, 45, 3
857, 1155, 30, 2
858, 213, 66, 2
859, 1162, 51, 8
860, 1085, 50, 8
861, 1666, 60, 5
862, 343, 35, 1
863, 1079, 14, 10
864, 1870, 82, 4
865, 1987, 81, 2
866, 1981, 55, 8
867, 1018, 55, 2
868, 47, 80, 8
869, 1717, 84, 2
870, 1459, 51, 5
871, 1262, 62, 10
872, 1272, 98, 10
873, 376, 99, 1
874, 1259, 64, 5
875, 556, 93, 6
876, 1597, 58, 10
877, 920, 86, 5
878, 1171, 47, 9
879, 1025, 23, 8
880, 1561, 10, 8
881, 1493, 67, 7
882, 671, 99, 1
883, 1254, 64, 4
884, 968, 29, 1
885, 1015, 14, 9
886, 335, 43, 1
887, 322, 3, 3
888, 1243, 36, 9
889, 803, 80, 5
890, 617, 18, 9
891, 437, 98, 1
892, 1336, 4, 2
893, 593, 53, 1
894, 1610, 12, 6
895, 1416, 14, 10
896, 1704, 37, 8
897, 1530, 51, 8
898, 1566, 72, 8
899, 645, 18, 8
900, 183, 6, 6
901, 721, 99, 5
902, 253, 58, 2
903, 1505, 18, 4
904, 1521, 13, 5
905, 1732, 65, 10
906, 579, 16, 6
907, 93, 66, 2
908, 1101, 89, 4
909, 1826, 5, 3
910, 1787, 27, 1
911, 157, 98, 10
912, 1891, 32, 4
913, 576, 2, 3
914, 1968, 76, 2
915, 331, 81, 3
916, 717, 72, 8
917, 1301, 71, 4
918, 727, 1, 9
919, 49, 15, 6
920, 1836, 36, 8
921, 1710, 34, 8
922, 1340, 55, 2
923, 305, 20, 4
924, 1066, 41, 3
925, 102, 79, 1
926, 1287, 55, 1
927, 22, 9, 8
928, 665, 91, 4
929, 560, 27, 7
930, 380, 43, 3
931, 1746, 28, 1
932, 159, 91, 5
933, 1048, 90, 9
934, 201, 19, 5
935, 809, 38, 3
936, 1709, 88, 8
937, 435, 95, 8
938, 817, 94, 1
939, 1514, 89, 2
940, 1214, 1, 2
941, 1572, 21, 8
942, 860, 52, 4
943, 1045, 48, 1
944, 1455, 22, 3
945, 1061, 74, 4
946, 1716, 3, 1
947, 174, 76, 8
948, 1644, 63, 8
949, 1074, 37, 9
950, 151, 40, 4
951, 1571, 46, 7
952, 1410, 27, 2
953, 689, 69, 6
954, 546, 14, 3
955, 678, 1, 10
956, 1283, 83, 3
957, 1230, 9, 2
958, 781, 87, 6
959, 1823, 58, 4
960, 1759, 21, 5
961, 1513, 59, 7
962, 1872, 95, 6
963, 1782, 16, 5
964, 272, 24, 6
965, 832, 91, 8
966, 1156, 73, 6
967, 565, 80, 3
968, 1454, 71, 9
969, 344, 42, 7
970, 1740, 61, 6
971, 1327, 67, 3
972, 545, 44, 6
973, 1783, 2, 4
974, 324, 35, 2
975, 976, 76, 4
976, 807, 60, 10
977, 1180, 62, 2
978, 882, 52, 6
979, 1239, 93, 3
980, 990, 26, 8
981, 639, 32, 5
982, 1424, 38, 10
983, 1286, 67, 8
984, 1370, 57, 9
985, 1785, 68, 5
986, 602, 2, 9
987, 189, 28, 7
988, 959, 71, 2
989, 558, 40, 10
990, 572, 41, 10
991, 741, 26, 1
992, 967, 2, 2
993, 1374, 35, 4
994, 173, 36, 3
995, 176, 39, 1
996, 925, 41, 9
997, 511, 24, 5
998, 164, 42, 1
999, 1417, 40, 3
1000, 664, 45, 2
1001, 1667, 98, 3
1002, 590, 15, 1
1003, 1227, 84, 7
1004, 1768, 10, 1
1005, 975, 27, 4
1006, 1477, 76, 9
1007, 918, 24, 2
1008, 200, 65, 9
1009, 1027, 47, 4
1010, 1706, 87, 10
1011, 1615, 30, 4
1012, 1970, 45, 10
1013, 227, 75, 8
1014, 1371, 5, 9
1015, 1136, 67, 1
1016, 1791, 35, 1
1017, 1949, 40, 3
1018, 1767, 44, 3
1019, 501, 38, 7
1020, 663, 52, 6
1021, 1568, 15, 5
1022, 351, 16, 4
1023, 1883, 41, 10
1024, 1569, 35, 9
1025, 413, 85, 6
1026, 880, 80, 9
1027, 88, 1, 2
1028, 152, 73, 6
1029, 692, 69, 7
1030, 1723, 11, 5
1031, 1309, 3, 8
1032, 1188, 99, 4
1033, 1159, 59, 3
1034, 81, 37, 5
1035, 855, 27, 8
1036, 1324, 76, 5
1037, 1663, 4, 3
1038, 8, 98, 1
1039, 1190, 13, 2
1040, 329, 78, 8
1041, 571, 93, 8
1042, 624, 59, 9
1043, 1051, 25, 1
1044, 1351, 55, 2
1045, 206, 35, 4
1046, 1179, 65, 4
1047, 340, 25, 4
1048, 1955, 49, 4
1049, 181, 57, 1
1050, 940, 79, 9
1051, 1757, 67, 3
1052, 26, 72, 8
1053, 1467, 15, 1
1054, 495, 65, 7
1055, 621, 70, 2
1056, 1215, 28, 10
1057, 905, 63, 2
1058, 336, 93, 5
1059, 273, 49, 10
1060, 1742, 69, 5
1061, 1788, 32, 3
1062, 936, 39, 2
1063, 919, 53, 10
1064, 1125, 33, 10
1065, 171, 88, 7
1066, 603, 94, 10
1067, 1623, 25, 1
1068, 1033, 50, 8
1069, 1411, 19, 6
1070, 587, 74, 4
1071, 777, 54, 8
1072, 392, 38, 5
1073, 1401, 15, 4
1074, 1036, 93, 1
1075, 779, 98, 6
1076, 1294, 81, 7
1077, 408, 23, 10
1078, 24, 36, 9
1079, 1475, 75, 6
1080, 627, 34, 9
1081, 1310, 6, 7
1082, 191, 73, 6
1083, 1798, 18, 5
1084, 149, 43, 4
1085, 236, 88, 10
1086, 1845, 96, 1
1087, 690, 58, 7
1088, 569, 72, 3
1089, 1736, 85, 10
1090, 1148, 39, 2
1091, 1867, 88, 2
1092, 861, 53, 9
1093, 1880, 74, 1
1094, 831, 100, 10
1095, 943, 54, 6
1096, 612, 62, 4
1097, 1037, 49, 1
1098, 895, 60, 6
1099, 79, 38, 4
1100, 1679, 99, 10
1101, 493, 10, 5
1102, 1170, 91, 10
1103, 1122, 9, 3
1104, 1533, 90, 6
1105, 780, 50, 6
1106, 1129, 60, 5
1107, 202, 90, 10
1108, 1626, 90, 7
1109, 264, 21, 8
1110, 1449, 4, 8
1111, 1562, 42, 7
1112, 1463, 71, 10
1113, 667, 48, 5
1114, 1497, 35, 3
1115, 1167, 88, 9
1116, 1478, 2, 10
1117, 1341, 65, 7
1118, 1011, 64, 4
1119, 755, 16, 4
1120, 776, 68, 1
1121, 1811, 88, 10
1122, 373, 48, 8
1123, 1250, 85, 3
1124, 827, 32, 3
1125, 431, 74, 3
1126, 1888, 79, 3
1127, 1933, 29, 3
1128, 1174, 79, 6
1129, 1935, 92, 5
1130, 550, 43, 1
1131, 996, 17, 9
1132, 441, 56, 9
1133, 1772, 17, 8
1134, 240, 46, 6
1135, 985, 71, 6
1136, 588, 34, 8
1137, 1608, 77, 4
1138, 1461, 85, 5
1139, 1426, 97, 9
1140, 1824, 15, 10
1141, 956, 46, 10
1142, 1307, 45, 4
1143, 1014, 29, 3
1144, 512, 84, 3
1145, 1408, 91, 4
1146, 1491, 72, 7
1147, 578, 52, 5
1148, 1472, 61, 7
1149, 448, 79, 8
1150, 169, 58, 2
1151, 1761, 93, 9
1152, 1862, 24, 9
1153, 595, 32, 1
1154, 179, 93, 1
1155, 136, 13, 5
1156, 992, 75, 3
1157, 207, 18, 3
1158, 944, 83, 6
1159, 784, 26, 10
1160, 1840, 51, 10
1161, 513, 15, 7
1162, 660, 81, 3
1163, 698, 31, 4
1164, 1119, 37, 1
1165, 68, 74, 3
1166, 1389, 47, 7
1167, 1855, 55, 8
1168, 810, 13, 1
1169, 1269, 85, 6
1170, 1750, 88, 4
1171, 522, 46, 9
1172, 1573, 87, 4
1173, 1178, 5, 4
1174, 1219, 84, 5
1175, 285, 90, 1
1176, 36, 52, 9
1177, 1650, 26, 6
1178, 504, 14, 10
1179, 591, 80, 5
1180, 1434, 36, 7
1181, 1865, 37, 6
1182, 1769, 13, 5
1183, 321, 89, 5
1184, 186, 51, 3
1185, 1258, 32, 1
1186, 1651, 33, 1
1187, 1186, 84, 2
1188, 788, 41, 1
1189, 91, 87, 3
1190, 725, 57, 5
1191, 1841, 67, 4
1192, 526, 55, 5
1193, 423, 30, 4
1194, 1479, 39, 2
1195, 1104, 95, 3
1196, 1268, 69, 1
1197, 778, 67, 8
1198, 1460, 65, 6
